Tower No,JOINT BOX,Tower Type,Tower Type(T/S),Tower Hight (Mtrs),Span Between Tower No.,Span Length (Mtrs),Footing Resistance of Tower (ohms),Ground Elevation/ M,Horizontal Angle(˚),Longitude,Latitude,"Condition of    Tower  (Missing  parts,broken,etc)","Condition of Earht wire (Missing,Broken etc)",Crossing Objects,,Condition of Area (Plain/Hilly/Forest/Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
T.NO 85,,DB,T,24,84-85,104.2353107,3.05,369,"0°0'11""",76.98363889,10.91591667,GOOD,GOOD,"HT,LT",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98363888888889 10.915916666666668, 76.98480555555555 10.914444444444445)"
T.NO 86,,DB,T,24,85-86,206.9323561,7,369,"0°4'25""",76.98480556,10.91444444,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98480555555555 10.914444444444445, 76.9858611111111 10.91313888888889)"
T.NO 87,,DA,S,26,86-87,182.8797419,4.85,365,,76.98586111,10.91313889,GOOD,GOOD,LT,,PLAIN,2 EARTH WIRE.ONE WIRE IS CONNECT WITH OUR LINE T.NO 88.ANOTHER WIRE IS CONNECT WITH K.G.CHAVADI LILO T.NO 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.9858611111111 10.91313888888889, 76.98591666666667 10.912777777777778)"
T.NO 1 K.G CHAVADI LILO,3W,DD,T,28,87-1LILO,41,1.74,,"33°14'59""",76.98591667,10.91277778,GOOD,GOOD,,,PLAIN,KG.CHAVADI LILO .NEED 3 WAY JUNCTION BOX,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98591666666667 10.912777777777778, 76.98730555555555 10.911305555555556)"
T.NO 88,,DA,S,26,87-88,257.0700294,8,369,,76.98730556,10.91130556,GOOD,GOOD,"LT,HT",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98730555555555 10.911305555555556, 76.98877777777778 10.9095)"
T.NO 89,,DA,S,26,88-89,258.5072533,4.7,378,,76.98877778,10.9095,GOOD,GOOD,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.98877777777778 10.9095, 76.99036111111111 10.907472222222223)"
T.NO 90,,DA,S,26,89-90,281.4480414,4.15,373,,76.99036111,10.90747222,GOOD,GOOD,3nos LT,2nos TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.99036111111111 10.907472222222223, 76.99197222222222 10.905555555555557)"
T.NO 91,,DA,S,26,90-91,276.6983918,2.9,368,,76.99197222,10.90555556,GOOD,GOOD,,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.99197222222222 10.905555555555557, 76.99386111111112 10.903194444444445)"
T.NO 92,,DB,T,24,91-92,333.1215994,2.5,363,"0°1'59""",76.99386111,10.90319444,GOOD,GOOD,2nos LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.99386111111112 10.903194444444445, 76.99536111111111 10.901277777777779)"
T.NO 93,,DA,S,26,92-93,267.6863837,6.25,375,,76.99536111,10.90127778,GOOD,MISSING,"3nos LT,HT",TAAR ROAD,PLAIN,NO EARTH WIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.99536111111111 10.901277777777779, 76.99702777777777 10.89925)"
T.NO 94,,DA,S,26,93-94,288.4753022,7.15,380,,76.99702778,10.89925,GOOD,MISSING,LT,TAAR ROAD,PLAIN,NO EARTH WIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.99702777777777 10.89925, 76.99852777777778 10.897388888888889)"
T.NO 95,,DB,T,24,94-95,263.9337038,1.9,379,"0°25'26""",76.99852778,10.89738889,GOOD,MISSING,LT,TAAR ROAD,PLAIN,NO EARTH WIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(76.99852777777778 10.897388888888889, 77.0 10.8955)"
T.NO 96,,DB,T,24,95-96,264.0927867,4.1,379,"6°37'45""",77,10.8955,GOOD,GOOD,"2nos HT,LT",TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.0 10.8955, 77.00072222222222 10.894361111111111)"
T.NO 97,,DC,T,26,96-97,148.1890684,13.4,389,"27°56'43""",77.00072222,10.89436111,GOOD,GOOD,HT,TAAR ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.00072222222222 10.894361111111111, 77.0008611111111 10.892194444444444)"
T.NO 98,,DB,T,24,97-98,240.5327421,15.2,370,"12°10'48""",77.00086111,10.89219444,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.0008611111111 10.892194444444444, 77.00080555555556 10.891888888888888)"
GANTRY O.K MANDAPAM,2W,GANTRY,GANTRY,20,98-GANTRY,34.36568055,,368,,77.00080556,10.89188889,GOOD,MISSING,,,PLAIN,O.K MANDAPAM 23OKV SS.               NO EARTH WIRE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
