S.No,Tower No.,Tower Suspension / Tension,Tower Type (DC /SC ),Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
85,84,S,DC,26,"=B89& "" - ""&B90",173.55391789150846,4.09,27.781538,,12.9084349796175,80.0340509880334,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0340509880334 12.9084349796175, 80.0329553894698 12.9080086760222)"
86,85,S,DC,26,"=B90& "" - ""&B91",130.37743043335212,-,27.6606039999999,,12.9080086760222,80.0329553894698,GOOD,AVAILABLE,,,Water logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0329553894698 12.9080086760222, 80.0319441128522 12.9075755830854)"
87,86,S,DC,26,"=B91& "" - ""&B92",122.2197226700106,-,27,0°7'45''LT,12.9075755830854,80.0319441128522,GOOD,AVAILABLE,,,Water logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0319441128522 12.9075755830854, 80.0306849833577 12.9070330224931)"
88,87,T,DC,25,"=B92& "" - ""&B93",151.70936407464885,5.12,27.442739,47°6'23''LT,12.9070330224931,80.0306849833577,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0306849833577 12.9070330224931, 80.0300570111721 12.905262010172)"
89,88,S,DC,26,"=B93& "" - ""&B94",209.88639534092323,9.07,25.4720499999999,,12.905262010172,80.0300570111721,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0300570111721 12.905262010172, 80.0293179787695 12.9032490123063)"
90,89,T,DC,25,"=B94& "" - ""&B95",239.13763638892564,6.1,25.398771,124°43'31''RT,12.9032490123063,80.0293179787695,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0293179787695 12.9032490123063, 80.0306124798953 12.9014666005969)"
91,90,T,DC,26,"=B95& "" - ""&B96",244.5518374895818,-,26,33°18'21''LT,12.9014666005969,80.0306124798953,GOOD,AVAILABLE,,,Water logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0306124798953 12.9014666005969, 80.0323254894465 12.9008139017969)"
92,91,T,DC,26,"=B96& "" - ""&B97",201.88672313138287,-,27,22°27'19''RT,12.9008139017969,80.0323254894465,GOOD,AVAILABLE,,,Water logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0323254894465 12.9008139017969, 80.0337395165115 12.8994891420006)"
93,92,T,DC,26,"=B97& "" - ""&B98",214.64575980218763,-,29,19°13'52''RT,12.8994891420006,80.0337395165115,GOOD,AVAILABLE,,,Water logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0337395165115 12.8994891420006, 80.0346140004694 12.8978117555379)"
94,93,T,DC,26,"=B98& "" - ""&B99",210.8747058357693,-,26,36°47'37''LT,12.8978117555379,80.0346140004694,GOOD,AVAILABLE,,,Water logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0346140004694 12.8978117555379, 80.0365748628973 12.896868539974)"
95,94,T,DC,26,"=B99& "" - ""&B100",239.45383802333737,-,28,7°45'1''RT,12.896868539974,80.0365748628973,GOOD,AVAILABLE,,,Water logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0365748628973 12.896868539974, 80.0378459785133 12.8960315231233)"
96,95,T,DC,26,"=B100& "" - ""&B101",168.60573525470792,-,30,34°56'55''RT,12.8960315231233,80.0378459785133,GOOD,AVAILABLE,,,Water logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0378459785133 12.8960315231233, 80.0379990320652 12.8956440277397)"
97,96,T,DC,26,"=B101& "" - ""&B102",48.46199543504793,3.97,26.540403,57°32'24''LT,12.8956440277397,80.0379990320652,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0379990320652 12.8956440277397, 80.0397009775042 12.8953110147267)"
98,97,T,DC,26,"=B102& "" - ""&B103",190.80026808238148,4.07,28.410847,89°28'22''LT,12.8953110147267,80.0397009775042,GOOD,AVAILABLE,HT -2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0397009775042 12.8953110147267, 80.0396330002695 12.894991999492)"
99,98,T,DC,26,"=B103& "" - ""&B104",38.545809009415194,2.8,29.0891799999999,92°0'31''RT,12.894991999492,80.0396330002695,GOOD,AVAILABLE,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.0396330002695 12.894991999492, 80.0393147394061 12.8950687777251)"
100,GANTRY (PADAPPAI SS ),T,H-POLE,12,98 - GANTRY ,38.06049877873768,-,68.404167,,12.8950687777251,80.0393147394061,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G105),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
