S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
97,T.NO-16,,T,DD,52,17-16,178.1796846,4.34,17,20°39'6''LT,13.2804,80.3043,GOOD,GOOD,,"TAR-1,CANAL-1",PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3043 13.2804, 80.3034 13.2784)"
98,T.NO-15,2W,T,DD,52,16-15,243.3125562,8.29,17,9°41'36''RT,13.2784,80.3034,GOOD,GOOD,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3034 13.2784, 80.3027 13.2757)"
99,T.NO-14,,S+6,DB,58,15-14,308.8122407,5.27,17,,13.2757,80.3027,GOOD,GOOD,,,PLAIN,INSIDE COUMPOUND WALL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3027 13.2757, 80.302 13.2733)"
100,T.NO-13,,T+3,DD,55,14-13,280.4924241,4.19,15,32°45'53''RT,13.2733,80.302,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.302 13.2733, 80.3028 13.2706)"
101,T.NO-12,,S+6,DB,58,13-????????,311.2201793,5.12,15,,13.2706,80.3028,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3028 13.2706, 80.3037 13.2679)"
102,T.NO-11,,S+6,DB,58,12-???????,305.5552323,6.12,15,,13.2679,80.3037,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3037 13.2679, 80.3045 13.2654)"
103,T.NO-10,,T,DD,52,11-????????,295.4115773,7.38,15,26°10'28''RT,13.2654,80.3045,GOOD,GOOD,220KV-1 XING BELOW,TAR-1,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3045 13.2654, 80.3071 13.2627)"
104,T.NO-9,,T+6,DD,58,10-??????????,405.4984587,7.11,14,41°2'19''RT,13.2627,80.3071,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3071 13.2627, 80.3105 13.2624)"
105,T.NO-8,,T,DD,52,09-??????,371.2142239,,13,2°55'17''RT,13.2624,80.3105,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3105 13.2624, 80.3132 13.2623)"
106,T.NO-7,,T+6,DD,58,08-????,297.7414986,,13,29°38'19''LT,13.2623,80.3132,GOOD,GOOD,,ELECTRIC RAILWAY-1,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3132 13.2623, 80.3153 13.261)"
107,T.NO-6,,T+6,DD,58,07-????,264.2820463,,11,17°43'24''RT,13.261,80.3153,GOOD,GOOD,,,PLAIN,WATER LOGGED,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3153 13.261, 80.3181 13.2603)"
108,T.NO-5,,S,DA,52,06-??,307.7872642,5.12,12,,13.2603,80.3181,GOOD,GOOD,400KV-1(UNDER CONSTRUCTION),,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3181 13.2603, 80.321 13.2595)"
109,T.NO-4,,T,DD,52,05-??????,328.347377,,12,0°17'12''LT,13.2595,80.321,GOOD,GOOD,,NH-1,PLAIN,INSIDE POND,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.321 13.2595, 80.3242 13.2586)"
110,T.NO-3,,T,DD,52,04-??????,369.2424678,,13,19°17'1''LT,13.2586,80.3242,GOOD,GOOD,,RIVER-1,PLAIN,INSIDE CANAL,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3242 13.2586, 80.3249 13.2581)"
111,T.NO-1,,T+6,DD,52,03-?????,92.61749295,2.5,12,34°25'9''RT,13.2581,80.3249,GOOD,NO EARTH WIRE,,,INSIDE SS NCTPS-II,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(80.3249 13.2581, 80.3259 13.2581)"
112,GANTRY NCTPS 400KV SS,2W,GT,,18,1-GT,103.0194156,,12,,13.2581,80.3259,GOOD,,,,INSIDE SS NCTPS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
