S.No,Tower No.,Tower Suspension / Tension,Tower Type,SC or DC,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire ( Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
84,413,Suspension,SA+0,SC,26,"=CONCATENATE(B88,""-"",B89)",297,-,90,,12.816244444444445,79.64999166666668,GOOD,GOOD,-,Road,Agriculture Bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.64999166666668 12.816244444444445, 79.64771666666667 12.814569444444444)"
85,414,Tension,SB+0,SC,24,"=CONCATENATE(B89,""-"",B90)",314,5.2,91,0°6’50.25”LT,12.814569444444444,79.64771666666667,GOOD,GOOD,LT,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.64771666666667 12.814569444444444, 79.64591666666668 12.81325)"
86,415,Tension,SD+3,SC,31,"=CONCATENATE(B90,""-"",B91)",248,6,89,0°33’36.68”RT,12.81325,79.64591666666668,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.64591666666668 12.81325, 79.64387222222223 12.811763888888889)"
87,416,Suspension,SA+0,SC,26,"=CONCATENATE(B91,""-"",B92)",280,7.1,88,,12.811763888888889,79.64387222222223,GOOD,GOOD,-,River,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.64387222222223 12.811763888888889, 79.64170555555556 12.810163888888889)"
88,417,Suspension,SA+0,SC,26,"=CONCATENATE(B92,""-"",B93)",301,1.2,87,,12.810163888888889,79.64170555555556,GOOD,GOOD,-,River,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.64170555555556 12.810163888888889, 79.63951111111112 12.808561111111112)"
89,418,Suspension,SA+0,SC,26,"=CONCATENATE(B93,""-"",B94)",303,3.6,86,,12.808561111111112,79.63951111111112,GOOD,GOOD,-,River,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.63951111111112 12.808561111111112, 79.63780555555556 12.807322222222222)"
90,419,Suspension,SA+0,SC,26,"=CONCATENATE(B94,""-"",B95)",235,0.5,87,,12.807322222222222,79.63780555555556,GOOD,GOOD,-,River,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.63780555555556 12.807322222222222, 79.63567777777779 12.80573888888889)"
91,420,Tension,SD+3,SC,31,"=CONCATENATE(B95,""-"",B96)",300,7.1,89,1°30’36.44”RT,12.80573888888889,79.63567777777779,GOOD,GOOD,-,River,River,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.63567777777779 12.80573888888889, 79.63382222222224 12.804427777777779)"
92,421,Suspension,SA+0,SC,26,"=CONCATENATE(B96,""-"",B97)",247,2.8,90,,12.804427777777779,79.63382222222224,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.63382222222224 12.804427777777779, 79.63179444444444 12.803033333333333)"
93,422,Suspension,SA+0,SC,26,"=CONCATENATE(B97,""-"",B98)",274,8.1,89,,12.803033333333333,79.63179444444444,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.63179444444444 12.803033333333333, 79.62979444444444 12.801522222222223)"
94,423,Suspension,SA+0,SC,26,"=CONCATENATE(B98,""-"",B99)",281,1.2,88,,12.801522222222223,79.62979444444444,GOOD,GOOD,"LT, HT",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.62979444444444 12.801522222222223, 79.62762777777778 12.8)"
95,424,Suspension,SA+0,SC,26,"=CONCATENATE(B99,""-"",B100)",295,3.5,89,,12.8,79.62762777777778,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.62762777777778 12.8, 79.62561944444444 12.798536111111112)"
96,425,Tension,SB+0,SC,24,"=CONCATENATE(B100,""-"",B101)",276,6,91,2°53’26.97”LT,12.798536111111112,79.62561944444444,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.62561944444444 12.798536111111112, 79.62374722222222 12.796977777777778)"
97,426,Suspension,SA+0,SC,26,"=CONCATENATE(B101,""-"",B102)",269,1.9,92,,12.796977777777778,79.62374722222222,GOOD,GOOD,"HT, Two LT",Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.62374722222222 12.796977777777778, 79.62142777777777 12.795238888888889)"
98,427,Suspension,SA+0,SC,26,"=CONCATENATE(B102,""-"",B103)",325,2.7,93,,12.795238888888889,79.62142777777777,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.62142777777777 12.795238888888889, 79.61928888888889 12.793591666666666)"
99,428,Suspension,SA+0,SC,26,"=CONCATENATE(B103,""-"",B104)",296,8.2,94,,12.793591666666666,79.61928888888889,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.61928888888889 12.793591666666666, 79.61726388888889 12.792072222222222)"
100,429,Suspension,SA+0,SC,26,"=CONCATENATE(B104,""-"",B105)",288,9.6,95,,12.792072222222222,79.61726388888889,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.61726388888889 12.792072222222222, 79.61511666666667 12.790441666666666)"
101,430,Tension,SB+0,SC,24,"=CONCATENATE(B105,""-"",B106)",297,7.1,96,0°34’57.5”LT,12.790441666666666,79.61511666666667,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.61511666666667 12.790441666666666, 79.61351944444444 12.789241666666667)"
102,431,Suspension,SA+0,SC,26,"=CONCATENATE(B106,""-"",B107)",223,0.9,99,,12.789241666666667,79.61351944444444,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.61351944444444 12.789241666666667, 79.61195 12.788038888888888)"
103,432,Suspension,SA+0,SC,26,"=CONCATENATE(B107,""-"",B108)",216,5.2,101,,12.788038888888888,79.61195,GOOD,GOOD,"HT, LT, 110kv",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.61195 12.788038888888888, 79.61036388888888 12.786847222222223)"
104,433,Suspension,SA+0,SC,26,"=CONCATENATE(B108,""-"",B109)",225,2,102,,12.786847222222223,79.61036388888888,GOOD,GOOD,"Two HT, LT",State Highway,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.61036388888888 12.786847222222223, 79.60799722222221 12.785036111111111)"
105,434,Tension,SB+0,SC,24,"=CONCATENATE(B109,""-"",B110)",335,1.2,100,4°52’7.1”RT,12.785036111111111,79.60799722222221,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60799722222221 12.785036111111111, 79.60552777777777 12.783502777777779)"
106,435,Suspension,SA+0,SC,26,"=CONCATENATE(B110,""-"",B111)",325,3.2,100,,12.783502777777779,79.60552777777777,GOOD,GOOD,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60552777777777 12.783502777777779, 79.6038111111111 12.782408333333334)"
107,436,Suspension,SA+0,SC,26,"=CONCATENATE(B111,""-"",B112)",225,3.1,98,,12.782408333333334,79.6038111111111,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.6038111111111 12.782408333333334, 79.60203055555554 12.781180555555556)"
108,437,Tension,SB+0,SC,24,"=CONCATENATE(B112,""-"",B113)",242,0.6000000000000001,96,0°45’42.31”LT,12.781180555555556,79.60203055555554,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.60203055555554 12.781180555555556, 79.59946111111111 12.77953888888889)"
109,438,Suspension,SA+0,SC,26,"=CONCATENATE(B113,""-"",B114)",340,0.5,95,,12.77953888888889,79.59946111111111,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.59946111111111 12.77953888888889, 79.597175 12.778080555555556)"
110,439,Suspension,SA+0,SC,26,"=CONCATENATE(B114,""-"",B115)",302,1.3,97,,12.778080555555556,79.597175,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.597175 12.778080555555556, 79.59478055555554 12.776530555555556)"
111,440,Suspension,SA+0,SC,26,"=CONCATENATE(B115,""-"",B116)",316,1.2,98,,12.776530555555556,79.59478055555554,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.59478055555554 12.776530555555556, 79.59230277777777 12.7749)"
112,441,Tension,SB+0,SC,24,"=CONCATENATE(B116,""-"",B117)",330,1.6,100,0°16’37.86”RT,12.7749,79.59230277777777,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.59230277777777 12.7749, 79.59011944444444 12.773486111111112)"
113,442,Suspension,SA+0,SC,26,"=CONCATENATE(B117,""-"",B118)",288,2.5,99,,12.773486111111112,79.59011944444444,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.59011944444444 12.773486111111112, 79.58779722222222 12.771955555555556)"
114,443,Suspension,SA+0,SC,26,"=CONCATENATE(B118,""-"",B119)",307,5,98,,12.771955555555556,79.58779722222222,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.58779722222222 12.771955555555556, 79.58572222222222 12.770605555555557)"
115,444,Suspension,SA+0,SC,26,"=CONCATENATE(B119,""-"",B120)",272,0.6000000000000001,102,,12.770605555555557,79.58572222222222,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.58572222222222 12.770605555555557, 79.58313333333334 12.768927777777778)"
116,445,Tension,SB+0,SC,24,"=CONCATENATE(B120,""-"",B121)",343,3.1,101,0°55’40.08”LT,12.768927777777778,79.58313333333334,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.58313333333334 12.768927777777778, 79.58153888888889 12.76785277777778)"
117,446,Suspension,SA+0,SC,26,"=CONCATENATE(B121,""-"",B122)",217,1.2,102,,12.76785277777778,79.58153888888889,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.58153888888889 12.76785277777778, 79.57908611111111 12.766294444444444)"
118,447,Tension,SB+0,SC,24,"=CONCATENATE(B122,""-"",B123)",320,2.3,103,1°1’8.1”LT,12.766294444444444,79.57908611111111,GOOD,GOOD,Two LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.57908611111111 12.766294444444444, 79.57688333333333 12.764872222222222)"
119,448,Suspension,SA+0,SC,26,"=CONCATENATE(B123,""-"",B124)",296,5.4,104,,12.764872222222222,79.57688333333333,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.57688333333333 12.764872222222222, 79.57448055555555 12.763277777777779)"
120,449,Suspension,SA+0,SC,26,"=CONCATENATE(B124,""-"",B125)",319,3.2,103,,12.763277777777779,79.57448055555555,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.57448055555555 12.763277777777779, 79.57213888888889 12.761763888888888)"
121,450,Suspension,SA+0,SC,26,"=CONCATENATE(B125,""-"",B126)",310,1.2,102,,12.761763888888888,79.57213888888889,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.57213888888889 12.761763888888888, 79.56977222222221 12.760213888888888)"
122,451,Suspension,SA+0,SC,26,"=CONCATENATE(B126,""-"",B127)",315,1.8,100,,12.760213888888888,79.56977222222221,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56977222222221 12.760213888888888, 79.56761666666667 12.758819444444445)"
123,452,Suspension,SA+0,SC,26,"=CONCATENATE(B127,""-"",B128)",286,-,101,,12.758819444444445,79.56761666666667,GOOD,GOOD,-,-,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56761666666667 12.758819444444445, 79.56529444444445 12.75731388888889)"
124,453,Tension,SB+0,SC,24,"=CONCATENATE(B128,""-"",B129)",310,1.6,99,0°18’46.16”LT,12.75731388888889,79.56529444444445,GOOD,GOOD,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56529444444445 12.75731388888889, 79.56305555555555 12.755847222222222)"
125,454,Suspension,SA+0,SC,26,"=CONCATENATE(B129,""-"",B130)",297,6.3,98,,12.755847222222222,79.56305555555555,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.56305555555555 12.755847222222222, 79.560825 12.754397222222222)"
126,455,Suspension,SA+0,SC,26,"=CONCATENATE(B130,""-"",B131)",297,2.6,99,,12.754397222222222,79.560825,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.560825 12.754397222222222, 79.55831111111111 12.752755555555556)"
127,456,Suspension,SA+0,SC,26,"=CONCATENATE(B131,""-"",B132)",331,1.2,98,,12.752755555555556,79.55831111111111,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55831111111111 12.752755555555556, 79.55618333333334 12.75136111111111)"
128,457,Suspension,SA+0,SC,26,"=CONCATENATE(B132,""-"",B133)",284,1.8,97,,12.75136111111111,79.55618333333334,GOOD,GOOD,-,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55618333333334 12.75136111111111, 79.55372222222222 12.749794444444444)"
129,458,Tension,SB+0,SC,24,"=CONCATENATE(B133,""-"",B134)",325,9.2,98,0°48’1.02”RT,12.749794444444444,79.55372222222222,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55372222222222 12.749794444444444, 79.55131944444445 12.748252777777777)"
130,459,Suspension,SA+0,SC,26,"=CONCATENATE(B134,""-"",B135)",316,9.3,99,,12.748252777777777,79.55131944444445,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.55131944444445 12.748252777777777, 79.54906111111111 12.746775)"
131,460,Suspension,SA+0,SC,26,"=CONCATENATE(B135,""-"",B136)",299,5,100,,12.746775,79.54906111111111,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.54906111111111 12.746775, 79.54676666666667 12.745316666666666)"
132,461,Suspension,SA+0,SC,26,"=CONCATENATE(B136,""-"",B137)",301,5.1,98,,12.745316666666666,79.54676666666667,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.54676666666667 12.745316666666666, 79.54437222222222 12.743758333333332)"
133,462,Suspension,SA+0,SC,26,"=CONCATENATE(B137,""-"",B138)",318,-,96,,12.743758333333332,79.54437222222222,GOOD,GOOD,-,-,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.54437222222222 12.743758333333332, 79.54206111111111 12.742244444444443)"
134,463,Tension,SB+0,SC,24,"=CONCATENATE(B138,""-"",B139)",305,-,95,0°5’48.55”RT,12.742244444444443,79.54206111111111,GOOD,GOOD,-,-,Agriculture Bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.54206111111111 12.742244444444443, 79.53985 12.74082222222222)"
135,464,Suspension,SA+0,SC,26,"=CONCATENATE(B139,""-"",B140)",292,-,95,,12.74082222222222,79.53985,GOOD,GOOD,-,-,Agriculture Bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.53985 12.74082222222222, 79.53749166666667 12.739263888888889)"
136,465,Suspension,SA+0,SC,26,"=CONCATENATE(B140,""-"",B141)",315,-,95,,12.739263888888889,79.53749166666667,GOOD,GOOD,"LT, HT",-,Agriculture Bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.53749166666667 12.739263888888889, 79.53520833333333 12.737758333333332)"
137,466,Suspension,SA+0,SC,26,"=CONCATENATE(B141,""-"",B142)",303,-,95,,12.737758333333332,79.53520833333333,GOOD,GOOD,"LT, HT",Road,Agriculture Bed,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.53520833333333 12.737758333333332, 79.53285833333334 12.736244444444443)"
138,467,Suspension,SA+0,SC,26,"=CONCATENATE(B142,""-"",B143)",309,2.3,96,,12.736244444444443,79.53285833333334,GOOD,GOOD,LT,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.53285833333334 12.736244444444443, 79.5305 12.734738888888888)"
139,468,Tension,SB+0,SC,24,"=CONCATENATE(B143,""-"",B144)",313,1.2,95,1°21’20.01”LT,12.734738888888888,79.5305,GOOD,GOOD,LT,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.5305 12.734738888888888, 79.52838055555556 12.733327777777777)"
140,469,Suspension,SA+0,SC,26,"=CONCATENATE(B144,""-"",B145)",283,1,94,,12.733327777777777,79.52838055555556,GOOD,GOOD,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.52838055555556 12.733327777777777, 79.52601388888888 12.731830555555556)"
141,470,Suspension,SA+0,SC,26,"=CONCATENATE(B145,""-"",B146)",311,4.2,93,,12.731830555555556,79.52601388888888,GOOD,GOOD,-,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.52601388888888 12.731830555555556, 79.52388611111111 12.730463888888888)"
142,471,Suspension,SA+0,SC,26,"=CONCATENATE(B146,""-"",B147)",279,0.30000000000000004,95,,12.730463888888888,79.52388611111111,GOOD,GOOD,"LT, HT",-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.52388611111111 12.730463888888888, 79.52161111111111 12.728977777777779)"
143,472,Suspension,SA+0,SC,26,"=CONCATENATE(B147,""-"",B148)",301,8.7,96,,12.728977777777779,79.52161111111111,GOOD,GOOD,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.52161111111111 12.728977777777779, 79.51910555555556 12.727408333333333)"
144,473,Tension,SB+0,SC,24,"=CONCATENATE(B148,""-"",B149)",326,2.8,98,3°18’25.31”RT,12.727408333333333,79.51910555555556,GOOD,GOOD,HT,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51910555555556 12.727408333333333, 79.51690277777777 12.726166666666666)"
145,474,Tension,SB+0,SC,24,"=CONCATENATE(B149,""-"",B150)",278,4.7,99,0°0’28.36”RT,12.726166666666666,79.51690277777777,GOOD,GOOD,110kv,-,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51690277777777 12.726166666666666, 79.51522222222222 12.725272222222223)"
146,475,Tension,DD+3,DC,31,"=CONCATENATE(B150,""-"",B151)",214,1.2,98,124°11’46.5”LT,12.725272222222223,79.51522222222222,GOOD,GOOD,-,-,Plain,LILO Tower to Arani,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.51522222222222 12.725272222222223, 79.51547222222223 12.72516388888889)"
147,Siringattur Gantry,,Gantry,-,15,"=CONCATENATE(B151,""-"",B152)",34,-,99,,12.72516388888889,79.51547222222223,GOOD,NO E/W,-,-,Plain,No peak available on Gantry,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,=SUM(H6:H152),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
