S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
97,96,S,,SA,22,95-96,222.3826264,4.57,22.517282,,10.68655556,79.47397222,GOOD,Available,,METAL ROAD,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.47397222222223 10.686555555555556, 79.47200000000001 10.685166666666667)"
98,97,S,,SA,22,96-97,266.2108691,2.09,23.267921,,10.68516667,79.472,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.47200000000001 10.685166666666667, 79.47025000000001 10.68388888888889)"
99,98,S,,SA,22,97-98,235.5392134,1.14,23.059677,,10.68388889,79.47025,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.47025000000001 10.68388888888889, 79.46836111111111 10.682555555555554)"
100,99,T,2W,SC,22,98-99,255.7013145,2.6,22.852655,"31°3'12"" R",10.68255556,79.46836111,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.46836111111111 10.682555555555554, 79.46597222222222 10.68236111111111)"
101,100,S,,SA,22,99-100,263.7834695,2.71,27.388016,,10.68236111,79.46597222,GOOD,NO E/W,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.46597222222222 10.68236111111111, 79.46411111111111 10.682027777777778)"
102,101,S,,SA,22,100-101,258,3.12,25.216227,,10.68202778,79.46411111,GOOD,NO E/W,HT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.46411111111111 10.682027777777778, 79.46127777777778 10.68163888888889)"
103,102,S,,SA,22,101-102,261,2.98,24.420527,,10.68163889,79.46127778,GOOD,NO E/W,,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.46127777777778 10.68163888888889, 79.45891666666667 10.68136111111111)"
104,103,S,,SA,22,102-103,259.0744264,4.16,21.755001,,10.68136111,79.45891667,GOOD,NO E/W,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.45891666666667 10.68136111111111, 79.45683333333334 10.681111111111111)"
105,104,S,,SA,22,103-104,256,3.92,30.205252,,10.68111111,79.45683333,GOOD,NO E/W,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.45683333333334 10.681111111111111, 79.45416666666667 10.68075)"
106,105,S,,SA,22,104-105,294.0680411,2.73,24.261986,,10.68075,79.45416667,GOOD,NO E/W,"HT,LT",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.45416666666667 10.68075, 79.45208333333333 10.680472222222221)"
107,106,S,,SA,22,105-106,229.5881117,3.03,23.540955,,10.68047222,79.45208333,GOOD,NO E/W,LT -2NO,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.45208333333333 10.680472222222221, 79.45044444444444 10.68025)"
108,107,T,2W,SC,22,106-107,182.7886261,4.91,23.627314,"29°14'40"" R",10.68025,79.45044444,GOOD,NO E/W,HT,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.45044444444444 10.68025, 79.44800000000001 10.681249999999999)"
109,108,S,,SA,22,107-108,286.7171214,2.18,25.109549,,10.68125,79.448,GOOD,Available,,CANAL,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.44800000000001 10.681249999999999, 79.44561111111112 10.68211111111111)"
110,109,T,,SC,22,108-109,279.9613425,1.9,25.465315,"9°29'32"" R",10.68211111,79.44561111,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.44561111111112 10.68211111111111, 79.44383333333333 10.682444444444444)"
111,110,S,,SA,22,109-110,197.5049896,3.12,24.289701,,10.68244444,79.44383333,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.44383333333333 10.682444444444444, 79.44227777777778 10.682694444444444)"
112,111,T,,SC,22,110-111,172.8942709,1.99,25.89135,"37°16'4"" R",10.68269444,79.44227778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.44227777777778 10.682694444444444, 79.44158333333334 10.682305555555555)"
113,112,T,,SC,22,111-112,86.85710916,2.74,25.177479,"19°56'17"" R",10.68230556,79.44158333,GOOD,Available,,RAILWAY,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.44158333333334 10.682305555555555, 79.44072222222222 10.682166666666665)"
114,113,S,,SA,22,112-113,93.65996782,3.18,25.81856,,10.68216667,79.44072222,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.44072222222222 10.682166666666665, 79.43811111111111 10.682277777777777)"
115,114,S,,SA,22,113-114,288.3487876,2.91,26.291405,,10.68227778,79.43811111,GOOD,Available,"LT,HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43811111111111 10.682277777777777, 79.43544444444444 10.68236111111111)"
116,115,S,,SA,22,114-115,292.0213641,3.45,25.588669,,10.68236111,79.43544444,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43544444444444 10.68236111111111, 79.43305555555555 10.68238888888889)"
117,116,S,,SA,22,115-116,260.7071596,3.12,25.067265,,10.68238889,79.43305556,GOOD,Available,"LT,HT",ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43305555555555 10.68238888888889, 79.43091666666668 10.682416666666667)"
118,117,T,,SC,22,116-117,234.1602461,2.7,25.050762,"56°48'18"" R",10.68241667,79.43091667,GOOD,Available,HT -5 NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43091666666668 10.682416666666667, 79.43052777777778 10.683027777777777)"
119,118,T,,SC,22,117-118,80.23755308,3.45,25.173473,"36°24'28"" L",10.68302778,79.43052778,GOOD,Available,HT -2NO,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43052777777778 10.683027777777777, 79.43058333333333 10.68388888888889)"
120,119,T,,SC,22,118-119,95.08253353,2.73,27.313908,"30°6'54"" R",10.68388889,79.43058333,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(79.43058333333333 10.68388888888889, 79.43066666666667 10.683722222222222)"
121,Gantry (Mannarkudi SS),Gantry,2W,H-POLE,12,119-Gantry ,22.70453371,,27.495071,,10.68372222,79.43066667,GOOD,NO E/W,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
