S.No,Tower No.,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
92,90,S,SA,22,89-90,281.1149754697771,3.74,111.7257,,10.841861111111111,78.46313888888889,GOOD,Available,LT,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.46313888888889 10.841861111111111, 78.46086111111111 10.842500000000001)"
93,91,S,SA,22,90-91,260.29341391983127,2.51,113.942284,,10.842500000000001,78.46086111111111,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.46086111111111 10.842500000000001, 78.45858333333334 10.843111111111112)"
94,92,T,SC,22,91-92,258.5900558902934,1.96,114.793457,"0°26'1"" L",10.843111111111112,78.45858333333334,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.45858333333334 10.843111111111112, 78.45625 10.84375)"
95,93,S,SA,22,92-93,264.62716663482837,2.17,118.631226,,10.84375,78.45625,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.45625 10.84375, 78.45386111111111 10.84438888888889)"
96,94,S,SA,22,93-94,270.0302027824207,3.02,118.444939,,10.84438888888889,78.45386111111111,GOOD,Available,110 KV,,PLAIN,Mondipatty - Iyyarmalai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.45386111111111 10.84438888888889, 78.45138888888889 10.845083333333333)"
97,95,S,SA,22,94-95,280.4011138644715,1.09,117.545181,,10.845083333333333,78.45138888888889,GOOD,Available,110 KV,,PLAIN,Mondipatty -Iyyarmalai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.45138888888889 10.845083333333333, 78.44930555555555 10.845638888888889)"
98,96,S,SA,22,95-96,237.58406474383486,3.21,120.107879999999,,10.845638888888889,78.44930555555555,GOOD,Available,HT-4NO,Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.44930555555555 10.845638888888889, 78.44819444444445 10.845972222222223)"
99,97,S,SA,22,96-97,127.16880941963156,2.99,122.093925,,10.845972222222223,78.44819444444445,GOOD,Available,,,AGRI,Joint Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.44819444444445 10.845972222222223, 78.44705555555556 10.846277777777779)"
100,98,T,SC,22,97-98,128.50724529740037,2.73,123.815941,"0°22'53"" R",10.846277777777779,78.44705555555556,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.44705555555556 10.846277777777779, 78.44580555555557 10.846611111111113)"
101,99,S,SA,22,98-99,143.0489610943667,1.98,122.066711,,10.846611111111113,78.44580555555557,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.44580555555557 10.846611111111113, 78.44386111111112 10.847138888888889)"
102,100,S,SA,22,99-100,219.11044027748932,1.79,120.257523,,10.847138888888889,78.44386111111112,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.44386111111112 10.847138888888889, 78.44197222222222 10.847666666666667)"
103,101,S,SA,22,100-101,216.1773636678884,2.08,116.33448,,10.847666666666667,78.44197222222222,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.44197222222222 10.847666666666667, 78.44002777777779 10.848166666666668)"
104,102,S,SA,22,101-102,218.85979223972748,2.71,114.003601,,10.848166666666668,78.44002777777779,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.44002777777779 10.848166666666668, 78.43813888888889 10.848722222222223)"
105,103,T,SC,22,102-103,215.43044288024444,2.15,112.777869999999,"1°8'41"" L",10.848722222222223,78.43813888888889,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.43813888888889 10.848722222222223, 78.43627777777778 10.849194444444445)"
106,104,S,SA,22,103-104,211.31539929953558,3.73,114.625748,,10.849194444444445,78.43627777777778,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.43627777777778 10.849194444444445, 78.43430555555555 10.849722222222223)"
107,105,S,SA,22,104-105,221.7730964511101,2.91,112.557869,,10.849722222222223,78.43430555555555,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.43430555555555 10.849722222222223, 78.43177777777778 10.850444444444443)"
108,106,S,SA,22,105-106,289.561768107505,1.97,110.214584,,10.850444444444443,78.43177777777778,GOOD,Available,"LT,HT",Village Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.43177777777778 10.850444444444443, 78.42944444444444 10.851083333333333)"
109,107,S,SA,22,106-107,263.02022589586613,4.03,108.328293,,10.851083333333333,78.42944444444444,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.42944444444444 10.851083333333333, 78.42661111111111 10.851833333333333)"
110,108,T,SC,22,107-108,322.0560962817242,3.74,112.034943,"1°55'38"" L",10.851833333333333,78.42661111111111,GOOD,Available,LT,Perur Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.42661111111111 10.851833333333333, 78.42416666666666 10.852416666666667)"
111,109,S,SA,22,108-109,274.186576665979,1.95,109.734245,,10.852416666666667,78.42416666666666,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.42416666666666 10.852416666666667, 78.42172222222223 10.853027777777777)"
112,110,T,SC,22,109-110,276.70972673646196,2.67,105.860077,"0°39'5"" L",10.853027777777777,78.42172222222223,GOOD,Available,,Canal,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.42172222222223 10.853027777777777, 78.41972222222223 10.853472222222221)"
113,111,S,SA,22,110-111,223.58413606579276,2.16,107.854584,,10.853472222222221,78.41972222222223,GOOD,Available,HT,Eachempatti Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.41972222222223 10.853472222222221, 78.4175 10.854)"
114,112,S,SA,22,111-112,250.67071518503244,2.65,111.356476,,10.854,78.4175,GOOD,Available,,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.4175 10.854, 78.41516666666668 10.854555555555555)"
115,113,T,SC,22,112-113,260.8264440604537,1.82,113.828552,"0°27'31"" L",10.854555555555555,78.41516666666668,GOOD,Available,HT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.41516666666668 10.854555555555555, 78.4123888888889 10.855194444444445)"
116,114,S,SA,22,113-114,313.6039522031207,2.63,112.582611,,10.855194444444445,78.4123888888889,GOOD,Available,LT,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.4123888888889 10.855194444444445, 78.40994444444445 10.855833333333333)"
117,115,S,SA,22,114-115,275.77881892063726,2.19,114.104095,,10.855833333333333,78.40994444444445,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40994444444445 10.855833333333333, 78.4076388888889 10.856333333333334)"
118,116,T,SC,22,115-116,258.3012900632405,3.11,115.480614,"0°48'23"" R",10.856333333333334,78.4076388888889,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.4076388888889 10.856333333333334, 78.40541666666667 10.856833333333332)"
119,117,S,SA,22,116-117,248.67520736613235,2.74,117.300247,,10.856833333333332,78.40541666666667,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40541666666667 10.856833333333332, 78.40355555555556 10.857277777777778)"
120,118,S,SA,22,117-118,210.62067854061598,3.1,116.205101,,10.857277777777778,78.40355555555556,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40355555555556 10.857277777777778, 78.40166666666667 10.85775)"
121,119,T,SC,22,118-119,212.53214125615318,2.89,116.73394,"0°10'27"" R",10.85775,78.40166666666667,GOOD,Available,LT,,PLAIN,Joint Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.40166666666667 10.85775, 78.39958333333334 10.85825)"
122,120,S,SA,22,119-120,235.43611227943845,3.08,114.627632,,10.85825,78.39958333333334,GOOD,Available,,"Village Road ,pond",Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39958333333334 10.85825, 78.3973888888889 10.858749999999999)"
123,121,S,SA,22,120-121,246.29411456496405,2.73,114.655745999999,,10.858749999999999,78.3973888888889,GOOD,Available,,POND,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3973888888889 10.858749999999999, 78.39533333333334 10.859333333333334)"
124,122,T,SC,22,121-122,234.66670595308761,2.6,113.010254,"3°51'40"" L",10.859333333333334,78.39533333333334,GOOD,Available,,POND,Water Logged,,,=360-273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39533333333334 10.859333333333334, 78.39305555555556 10.859805555555555)"
125,123,S,SA,22,122-123,252.34827511750572,2.14,113.20005,,10.859805555555555,78.39305555555556,GOOD,Available,,POND,Water Logged,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39305555555556 10.859805555555555, 78.39130555555556 10.860222222222221)"
126,124,S,SA,22,123-124,198.77442562232028,3.03,115.236023,,10.860222222222221,78.39130555555556,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.39130555555556 10.860222222222221, 78.38936111111111 10.86063888888889)"
127,125,S,SA,22,124-125,216.45257792747407,1.76,118.128456,,10.86063888888889,78.38936111111111,GOOD,Available,HT-3NO,,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.38936111111111 10.86063888888889, 78.38675 10.861277777777778)"
128,126,T,SC,22,125-126,293.82964241009023,2.25,117.91848,"1°57'44"" R",10.861277777777778,78.38675,GOOD,Available,"LT-2NO,HT-2NO",,AGRI,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.38675 10.861277777777778, 78.38533333333334 10.861666666666666)"
129,127,T,SC,22,126-127,162.25235697537704,1.16,118.102531,"3°0'30"" R",10.861666666666666,78.38533333333334,GOOD,Available,LT-2NO,Road,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.38533333333334 10.861666666666666, 78.3825 10.86261111111111)"
130,LILO : 128,T,DC,26,127-128,325.8252727788032,1.83,121.244063999999,"87°25'29"" L",10.86261111111111,78.3825,GOOD,Available,,,PLAIN,LILO to Pugalur,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3825 10.86261111111111, 78.38305555555554 10.864583333333332)"
131,129,T,DC,26,128-129,226.86160728846545,3.44,122.682007,"56°26'51"" R",10.864583333333332,78.38305555555554,GOOD,Available,110 KV Trichy -Erode ,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.38305555555554 10.864583333333332, 78.38391666666668 10.86486111111111)"
132,130,T,DC,26,129-130,101.73135233050145,2.5,118.997101,"38°8'59"" R",10.86486111111111,78.38391666666668,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.38391666666668 10.86486111111111, 78.3861388888889 10.864083333333333)"
133,131,T,DC,26,130-131,256.22195874731665,2.59,117.329773,"0°28'34"" L",10.864083333333333,78.3861388888889,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.3861388888889 10.864083333333333, 78.38619444444446 10.864083333333333)"
134,Gantry (Iyyarmalai SS),Gantry,H-POLE,12,131-Gantry,12,,118.989517,,10.864083333333333,78.38619444444446,GOOD,NO E/W,,,SS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,=SUM(G6:G139),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
