S.No,Tower No.,Tower Suspension / Tension,JOINT BOX,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
80,TN - 202,T,,SC on SC,32,TN - 205 : TN - 206,293.9436191,2.03,119.631058,0°37'24''LT,10.91146289,78.21418265,GOOD,AVAILABLE,LT -2,ROAD,PLAIN,,PB+3M,"LT-Line, BT-Koraikkutti-Mayanur",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2141826488077 10.9114628937095, 78.2113405968993 10.9122238028794)"
81,TN - 203,S,,SC on SC,28,TN - 206 : TN - 207,324.1325952,8.39,120.739471,,10.9122238,78.2113406,GOOD,AVAILABLE,LT - 3,,PLAIN,,PA+3M,3 No LT-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2113405968993 10.9122238028794, 78.2096207141876 10.9126881603151)"
82,TN - 204,S,,SC on SC,28,TN - 207 : TN - 208,220,5.21,122.369125,,10.91268816,78.20962071,GOOD,NO E/W,230KV DC ALANDUR - VALAYAPATTI UP XING,ROAD,PLAIN,,PA+3M,BT-Mettanganam – Nattamedu,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2096207141876 10.9126881603151, 78.2072480488568 10.91332744807)"
83,TN - 205,S,,SC on SC,25,TN - 208 : TN - 209,271.0474533,9.25,120.138069,,10.91332745,78.20724805,GOOD,AVAILABLE,,,PLAIN,,PA,NATTAMEDU,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2072480488568 10.91332744807, 78.2051855977624 10.913879899308)"
84,TN - 206,S,,SC on SC,28,TN - 209 : TN - 210,235.7763729,7.49,119.932823,,10.9138799,78.2051856,GOOD,AVAILABLE,,,PLAIN,,PA+3,LT-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2051855977624 10.913879899308, 78.2029232382774 10.914485072717)"
85,TN - 207,S,,SC on SC,28,TN - 210 : TN - 211,258.4118539,6.76,120.916618,,10.91448507,78.20292324,GOOD,AVAILABLE,LT,,PLAIN,,PA+3M,"Bund, HT, LT-Line, Carttrack",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2029232382774 10.914485072717, 78.2003924064338 10.9151708800345)"
86,TN - 208,T,2W,SC on SC,32,TN - 211 : TN - 212,289.096621,0.87,120.722435,0°24'31''RT,10.91517088,78.20039241,GOOD,AVAILABLE,"LT, HT",ROAD,PLAIN,,PB,HT-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.2003924064338 10.9151708800345, 78.1980402767658 10.9157903026789)"
87,TN - 209,S,,SC on SC,25,TN - 212 : TN - 213,268.3058908,8.71,122.432907,,10.9157903,78.19804028,GOOD,AVAILABLE,HT,,PLAIN,,PA,MATTANGANAM – I,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1980402767658 10.9157903026789, 78.1957608181983 10.9163974877446)"
88,TN - 210,S,,SC on SC,28,TN - 213 : TN - 214,260.2758635,2.04,121.969795,,10.91639749,78.19576082,GOOD,AVAILABLE,,MUD ROAD,PLAIN,,PA+3,"Bund, LT-Line",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1957608181983 10.9163974877446, 78.1938344892114 10.9169260505586)"
89,TN - 211,S,,SC on SC,28,TN - 214 : TN - 215,220.7153117,7.55,123.412254,,10.91692605,78.19383449,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA+3M,"BT Mattanganam–Pudur, Channel, Carttrack, LT Line",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1938344892114 10.9169260505586, 78.1914422940462 10.9175806771963)"
90,TN - 212,T,,SC on SC,32,TN - 215 : TN - 216,273.5575339,3.41,123.050705,0°36'37''RT,10.91758068,78.19144229,GOOD,AVAILABLE,LT -2,,PLAIN,,PB+3M,LT-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1914422940462 10.9175806771963, 78.1894046533852 10.9181150235235)"
91,TN - 213,S,,SC on SC,25,TN - 216 : TN - 217,232.6355122,3.41,123.522934,,10.91811502,78.18940465,GOOD,AVAILABLE,"LT, HT",ROAD,PLAIN,,PA,VALAYALKARANPUDUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1894046533852 10.9181150235235, 78.1871004682034 10.9187005832791)"
92,TN - 214,S,,SC on SC,25,TN - 217 : TN - 218,262.282239,6.17,123.570335,,10.91870058,78.18710047,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA,Carttrack,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1871004682034 10.9187005832791, 78.1846003979444 10.9194251988083)"
93,TN - 215,S,,SC on SC,25,TN - 218 : TN - 219,287.0314981,7.47,126.004494,,10.9194252,78.1846004,GOOD,AVAILABLE,LT,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1846003979444 10.9194251988083, 78.1821172591298 10.9200815856456)"
94,TN - 216,S,,SC on SC,25,TN - 219 : TN - 220,283.2089131,1.97,127.738831,,10.92008159,78.18211726,GOOD,AVAILABLE,,,PLAIN,,PA,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1821172591298 10.9200815856456, 78.180037792772 10.920637557283)"
95,TN - 217,T,2W,SC on SC,32,TN - 220 : TN - 221,237.6749703,2.47,126.729729,0°3'4''RT,10.92063756,78.18003779,GOOD,AVAILABLE,LT - 2,ROAD,PLAIN,,PB,"BT – Uppidamangalam – Virarakkiyam, Channel, LT-Line",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.180037792772 10.920637557283, 78.1774062942713 10.9213386196643)"
96,TN - 218,S,,SC on SC,28,TN - 221 : TN - 222,300.1669643,5.54,128.430496,,10.92133862,78.17740629,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA+3M,LT-Line,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1774062942713 10.9213386196643, 78.1747173797339 10.9220758918672)"
97,TN - 219,S,,SC on SC,28,TN - 222 : TN - 223,307.2833643,5.5,127.247543,,10.92207589,78.17471738,GOOD,AVAILABLE,,,PLAIN,,PA+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1747173797339 10.9220758918672, 78.1722013000398 10.9227483719587)"
98,TN - 220,S,,SC on SC,25,TN - 223 : TN - 224,287.1517242,4.27,133.98851,,10.92274837,78.1722013,GOOD,AVAILABLE,,SMALL CANAL,PLAIN,,PA,Odai,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1722013000398 10.9227483719587, 78.1697133835405 10.9234035853296)"
99,TN - 221,T,,SC on SC,28,TN - 224 : TN - 225,283.6803934,6.25,135.036148,0°26'7''LT,10.92340359,78.16971338,GOOD,AVAILABLE,,,AGRI,,PB,KOLATTUR,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1697133835405 10.9234035853296, 78.1671289913356 10.9241052344441)"
100,TN - 222,S,,SC on SC,25,TN - 225 : TN - 226,295.2113591,3.59,129.621475,,10.92410523,78.16712899,GOOD,AVAILABLE,,MUD ROAD,AGRI,,PA,Channel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1671289913356 10.9241052344441, 78.1648157536983 10.9247190412133)"
101,TN - 223,S,,SC on SC,28,TN - 226 : TN - 227,264.0348458,7.62,126.360069,,10.92471904,78.16481575,GOOD,AVAILABLE,,,PLAIN,,PA+3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1648157536983 10.9247190412133, 78.1626565754413 10.9252979792654)"
102,TN - 224,S,,SC on SC,25,TN - 227 : TN - 228,246.7569578,2.77,124.45932,,10.92529798,78.16265658,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA,"2 No, LT-Line, HT, LT-Line",TN - 232 : TN - 233,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1626565754413 10.9252979792654, 78.1604630313813 10.92588102445)"
103,TN - 225,S,,SC on SC,25,TN - 228 :  LILO - 229 ,250.5051013,6.36,130.724792,,10.92588102,78.16046303,GOOD,AVAILABLE,"LT - 2 , HT",,PLAIN,,PA,2 No LT-Line,TN - 233 : TN - 234,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1604630313813 10.92588102445, 78.1586682982742 10.9263745509088)"
104,TN - 226,T,,SC on DC,32, LILO - 229  : TN - 230,205.8056994,2.44,124.736649,0°29'59''RT,10.92637455,78.1586683,GOOD,AVAILABLE,LT - 2,,PLAIN,,Ext KCR+3,"NH ROAD TRICY – KARUR,  LT-LINE",TN - 234 : TN - 235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1586682982742 10.9263745509088, 78.1567175779491 10.9268927201628)"
105,TN - 227,T,,SC on DC,32,TN - 230 : TN - 231,222.9861848,7.25,125.986153,0°16'37''LT,10.92689272,78.15671758,GOOD,AVAILABLE,LT,NH ROAD TRICY – KARUR,PLAIN,,Ext KCR+3,PULIYUR – III,TN - 235 : TN - 236,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1567175779491 10.9268927201628, 78.15459494479 10.9274675510823)"
106,TN - 228,S,,SC on SC,28,TN - 231 : TN - 232,242.7800892,6.16,122.980476,,10.92746755,78.15459494,GOOD,AVAILABLE,,,PLAIN,,PA+3,"110KV Puliyur LILO Xing, ",TN - 236 : TN - 237,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.15459494479 10.9274675510823, 78.1527587212622 10.927939703688)"
107, LILO - 229 ,T,3W,SC on SC,32,TN - 232 : TN - 233,209.5738339,3.91,125.109665,1°3'25''LT,10.9279397,78.15275872,GOOD,AVAILABLE,"LT, 110KV PULIYUR UP XING",ROAD,PLAIN,LILO TO 110KV PULIYUR,Exi. 'B',BT – Uppidamangalam – Puliyur,TN - 237 : TN - 238,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1527587212622 10.927939703688, 78.1507172249257 10.9285049792379)"
108,TN - 230,S,,SC on SC,28,TN - 233 : TN - 234,233.943463,2.86,128.390045,,10.92850498,78.15071722,GOOD,AVAILABLE,"LT , HT",ROAD,PLAIN,,PA+3,LT – Line,TN - 238 : TN - 239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1507172249257 10.9285049792379, 78.1486871279776 10.9290819894522)"
109,TN - 231,S,,SC on SC,31,TN - 234 : TN - 235,233.0985214,3.36,132.477707,,10.92908199,78.14868713,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PA+6,"LT-Line, Bund",TN - 239 : TN - 240,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1486871279776 10.9290819894522, 78.1464964337646 10.9297178406268)"
110,TN - 232,T,,SC on SC,32,TN - 235 : TN - 236,251.787968,6.23,138.092545,0°22'7''RT,10.92971784,78.14649643,GOOD,AVAILABLE,LT - 2,RAILWAY ,PLAIN,,PC+6M,BT – Puliyur – Samathuvapuram,TN - 240 : TN - 241,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1464964337646 10.9297178406268, 78.1442453898489 10.9303555358201)"
111,TN - 233,S,,SC on SC,25,TN - 236 : TN - 237,258.1856376,1.25,137.750931,,10.93035554,78.14424539,GOOD,AVAILABLE,"LT , HT",ROAD,PLAIN,,PA,,TN - 241 : TN - 242,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1442453898489 10.9303555358201, 78.1423188094049 10.9308767225593)"
112,TN - 234,S,,SC on SC,25,TN - 237 : TN - 238,220.5247467,3.42,136.72876,,10.93087672,78.14231881,GOOD,AVAILABLE,,,PLAIN,,PA,"LT-Line, BT-Puliyur – Vellalappatti",TN - 242 : TN - 243,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1423188094049 10.9308767225593, 78.1401328928768 10.9314941335469)"
113,TN - 235,S,,SC on SC,28,TN - 238 : TN - 239,250.7177578,3.83,133.107605,,10.93149413,78.14013289,GOOD,AVAILABLE,,,PLAIN,,PA+3M,"2 No, LT-Line",TN - 243 : TN - 244,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1401328928768 10.9314941335469, 78.1377202458679 10.9321609977632)"
114,TN - 236,T,,SC on SC,32,TN - 239 : TN - 240,276.0762091,6.24,137.884766,0°10'28''LT,10.932161,78.13772025,GOOD,AVAILABLE,,,PLAIN,,PB+3M,"Tank, BT-Puliyur – Vellalappatti",TN - 244 : TN - 245,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1377202458679 10.9321609977632, 78.1352315749973 10.9328570310026)"
115,TN - 237,S,,SC on SC,28,TN - 240 : TN - 241,284.9570244,2.83,140.012146,,10.93285703,78.13523157,GOOD,AVAILABLE,,,PLAIN,,PA+3,,TN - 245 : TN - 246,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1352315749973 10.9328570310026, 78.1334041524678 10.933378636837)"
116,TN - 238,S,,SC on SC,25,TN - 241 : TN - 242,210.0942479,8.43,142.222672,,10.93337864,78.13340415,GOOD,AVAILABLE,LT,"POND, ROAD",AGRI,,PA,,TN - 246 : TN - 247,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1334041524678 10.933378636837, 78.1310458201915 10.9340391308069)"
117,TN - 239,S,,SC on SC,25,TN - 242 : TN - 243,270.1653171,5.82,141.00528,,10.93403913,78.13104582,GOOD,AVAILABLE,,,AGRI,,PA,"LT-Line, HT-Line",TN - 247 : TN - 248,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1310458201915 10.9340391308069, 78.1288530305027 10.9346429631114)"
118,TN - 240,T,2W,SC on SC,28,TN - 243 : TN - 244,251.0330589,5.83,144.224045,0°26'55''LT,10.93464296,78.12885303,GOOD,AVAILABLE,,,AGRI,,PB,,TN - 248 : TN - 249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1288530305027 10.9346429631114, 78.1263131462037 10.9353638067841)"
119,TN - 241,S,,SC on SC,28,TN - 244 : TN - 245,291.0981435,2.87,146.24791,,10.93536381,78.12631315,GOOD,AVAILABLE,"LT, HT",ROAD,AGRI,,PA+3,,TN - 249 : TN - 250,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1263131462037 10.9353638067841, 78.1242139823734 10.9359305072575)"
120,TN - 242,S,,SC on SC,28,TN - 245 : TN - 246,240.0658375,8.58,148.16481,,10.93593051,78.12421398,GOOD,AVAILABLE,,,AGRI,,PA+3,"VADUKKUPALAIYAM, HT, LT-Line, Carttrack",TN - 250 : TN - 251,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1242139823734 10.9359305072575, 78.1221122201532 10.9365138038992)"
121,TN - 243,S,,SC on SC,25,TN - 246 : TN - 247,240.8302601,4.98,148.9086,,10.9365138,78.12211222,GOOD,AVAILABLE,,,AGRI,,PA,,TN - 251 : TN - 252,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1221122201532 10.9365138038992, 78.1198606733232 10.937152756378)"
122,TN - 244,S,,SC on SC,25,TN - 247 : TN - 248,258.2768116,8.04,146.338409,,10.93715276,78.11986067,GOOD,AVAILABLE,LT -3,ROAD,AGRI,,PA,,TN - 252 : TN - 253,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1198606733232 10.937152756378, 78.1173225492239 10.9378612786531)"
123,TN - 245,S,,SC on SC,28,TN - 248 : TN - 249,290.5392414,3.42,142.433609,,10.93786128,78.11732255,GOOD,AVAILABLE,,,PLAIN,,PA +3,,TN - 253 : TN - 254,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1173225492239 10.9378612786531, 78.1150214653462 10.9384903404861)"
124,TN - 246,T,,SC on SC,32,TN - 249 : TN - 250,263.1958826,2.81,141.068741,0°39'43''LT,10.93849034,78.11502147,GOOD,AVAILABLE,LT - 4,ROAD,PLAIN,,PB,GANDIGRAMAM – I,TN - 254 : TN - 255,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1150214653462 10.9384903404861, 78.1130487844347 10.9390541911125)"
125,TN - 247,S,,SC on SC,25,TN - 250 : TN - 251,226.6592913,1.22,137.560974,,10.93905419,78.11304878,GOOD,AVAILABLE,,,PLAIN,,PA,"LT-Line, Channel",TN - 255 : TN - 256,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1130487844347 10.9390541911125, 78.1111217848956 10.9395877830684)"
126,TN - 248,S,,SC on SC,25,TN - 251 : TN - 252,220.9353719,0.84,135.910324,,10.93958778,78.11112178,GOOD,AVAILABLE,,,PLAIN,,PA,,TN - 256 :  LILO - 257,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1111217848956 10.9395877830684, 78.1093927659094 10.9400855842977)"
127,TN - 249,T,,SC on DC,32,TN - 252 : TN - 253,199.020771,1.52,133.219498,1°17'57''RT,10.94008558,78.10939277,GOOD,AVAILABLE,,,PLAIN,,Ext NA+3,Railway BG line Karur – Dindigul , LILO - 257 : TN - 258,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1093927659094 10.9400855842977, 78.1083507277071 10.9403601754456)"
128,TN - 250,T,,SC on DC,32,TN - 253 : TN - 254,119.9834075,1.38,131.510422,0°59'29''LT,10.94036018,78.10835073,GOOD,AVAILABLE,,RAILWAY KARUR - DINDUGAL,PLAIN,,EXT NA+3,GANDIGRAMAM – III,TN - 258 : TN - 259,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1083507277071 10.9403601754456, 78.1074486672878 10.9406146500259)"
129,TN - 251,S,,SC on SC,28,TN - 254 : TN - 255,104.6286217,1.49,132.85701,,10.94061465,78.10744867,GOOD,AVAILABLE,LT - 2,MUD ROAD,PLAIN,,PA+3,"2 No LT-Line, BT-Indranagar",TN - 259 : TN - 260,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1074486672878 10.9406146500259, 78.1053465697914 10.9412246849387)"
130,TN - 252,S,,SC on DC,32,TN - 255 : TN - 256,241.6826834,1.73,129.859756,,10.94122468,78.10534657,GOOD,AVAILABLE,LT - 2,,PLAIN,,GCR,"BT – Indranagar, HT, LT-Line",TN - 260 : TN - 261,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1053465697914 10.9412246849387, 78.1033917423337 10.9417721908539)"
131,TN - 253,S,,SC on DC,32,TN - 256 :  LILO - 257,224.2834241,0.79,129.970993,,10.94177219,78.10339174,GOOD,AVAILABLE,LT - 3,ROAD,PLAIN,,GCR+3,"BT-Indranagar, LT-Line",TN - 261 : TN - 262,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1033917423337 10.9417721908539, 78.1015178840607 10.9422598499804)"
132,TN - 254,S,,SC on DC,32, LILO - 257 : TN - 258,213.9913357,2.65,130.923004,,10.94225985,78.10151788,GOOD,AVAILABLE,LT,ROAD,PLAIN,,GCR,"2 No, LT-Line, BT-Indranagar",TN - 262 : TN - 263,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.1015178840607 10.9422598499804, 78.0995050538331 10.9428543783724)"
133,TN - 255,S,,SC on SC,28,TN - 258 : TN - 259,231.831406,1.94,131.369308,,10.94285438,78.09950505,GOOD,AVAILABLE,LT,,PLAIN,,PA+3M,BT - Indranagar,TN - 263 : TN - 264,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0995050538331 10.9428543783724, 78.0974695086479 10.9434203244745)"
134,TN - 256,S,,SC on SC,25,TN - 259 : TN - 260,233.3364522,4.11,132.6259,,10.94342032,78.09746951,GOOD,AVAILABLE,LT - 2,ROAD,PLAIN,,PA,,TN - 264 : TN - 265,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0974695086479 10.9434203244745, 78.0955118313431 10.9439571015536)"
135, LILO - 257,T,3W,SC on SC,32,TN - 260 : TN - 261,224.262879,3.76,133.292496,0°49'60''LT,10.9439571,78.09551183,GOOD,AVAILABLE,,,PLAIN, LILO TO 110KV VELLIYANAI ,KCR+3,Velliyanai spur line tapping,TN - 265 : TN - 266,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0955118313431 10.9439571015536, 78.0933907069265 10.9445719979703)"
136,TN - 258,S,,SC on SC,28,TN - 261 : TN - 262,243.8315417,2.27,135.423752,,10.944572,78.09339071,GOOD,AVAILABLE,"LT -3, HT",,PLAIN,,PA+3M,"BT-Ashok nagar, 3No, LT-Line, HT-Line, 2No, LT-Line",TN - 266 : TN - 267,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0933907069265 10.9445719979703, 78.0913777090609 10.9451380278915)"
137,TN - 259,S,,SC on DC,32,TN - 262 : TN - 263,230.9654433,3.04,139.530319,,10.94513803,78.09137771,GOOD,AVAILABLE,,,PLAIN,,GCO+3,,TN - 267 : TN - 268,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0913777090609 10.9451380278915, 78.0893414933234 10.9456850308924)"
138,TN - 260,S,,SC on DC,32,TN - 263 : TN - 264,232.8480558,2.29,141.442978,,10.94568503,78.08934149,GOOD,AVAILABLE,LT,ROAD,PLAIN,,GCO+3,"BT-Karur-Dindigul, 2No LT-Line",TN - 268 : TN - 269,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0893414933234 10.9456850308924, 78.0872275773435 10.9462860133498)"
139,TN - 261,T,,SC on SC,28,TN - 264 : TN - 265,242.6444835,2.95,142.006699,0°14'55''RT,10.94628601,78.08722758,GOOD,AVAILABLE,"HT, LT -2",ROAD,PLAIN,,PC+6M,,TN - 269 : TN - 270,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0872275773435 10.9462860133498, 78.0850482825189 10.9468953777104)"
140,TN - 262,S,,SC on SC,28,TN - 265 : TN - 266,249.7770966,0.37,140.777191,,10.94689538,78.08504828,GOOD,AVAILABLE,,ROAD,PLAIN,,PA+3,"BT-Karur – Dindigul, LT-Line",TN - 270 : TN - 271,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0850482825189 10.9468953777104, 78.0836600717157 10.9472830407321)"
141,TN - 263,T,,SC on SC,32,TN - 266 : TN - 267,159.8188837,2.25,140.364075,0°8'38''LT,10.94728304,78.08366007,GOOD,AVAILABLE,LT,ROAD,PLAIN,,PB+3M,"BT-Karur – Dindigul HT,LT-Line",TN - 271 : TN - 272,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0836600717157 10.9472830407321, 78.0814932659268 10.9478939976543)"
142,TN - 264,S,,SC on DC,32,TN - 267 : TN - 268,248.5109974,1.09,142.595612,,10.947894,78.08149327,GOOD,AVAILABLE,"LT, HT",KARUR - DINDUGAL ROAD,PLAIN,,GCR+3,,TN - 272 :  LILO - 273,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0814932659268 10.9478939976543, 78.079432407394 10.9484590217471)"
143,TN - 265,S,,SC on SC,28,TN - 268 : TN - 269,235.976097,1.15,141.543625,,10.94845902,78.07943241,GOOD,AVAILABLE,,,PLAIN,,PA+3,, LILO - 273 : TN - 274,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.079432407394 10.9484590217471, 78.0774471536278 10.9490259736776)"
144,TN - 266,T,,SC on SC,32,TN - 269 : TN - 270,228.0759427,1.75,140.699036,45°46'58''LT,10.94902597,78.07744715,GOOD,AVAILABLE,,,PLAIN,,PC,,TN - 274 : TN - 275,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0774471536278 10.9490259736776, 78.0767162516713 10.9503845963627)"
145,TN - 267,T,,SC on DC,32,TN - 270 : TN - 271,172.3460948,1.99,141.224564,1°45'8''LT,10.9503846,78.07671625,GOOD,AVAILABLE,,,PLAIN,,KSO+3M,Amaravathi River,TN - 275 : TN - 276,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0767162516713 10.9503845963627, 78.075203737244 10.9534146543592)"
146,TN - 268,T,,SC on DC,32,TN - 271 : TN - 272,376.0476524,2.82,141.885162,6°32'37''RT,10.95341465,78.07520374,GOOD,AVAILABLE,,AMARAVATHI RIVER,PLAIN,,KSO+6M,,TN - 276 : TN - 277,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.075203737244 10.9534146543592, 78.073523081839 10.9559956938028)"
147,TN - 269,T,,SC on DC,32,TN - 272 :  LILO - 273,341.7890271,8.72,141.678223,3°47'32''RT,10.95599569,78.07352308,GOOD,AVAILABLE,,,PLAIN,,KSO+3M,"BT-Karur Town, HT, LT-Line",TN - 277 : TN - 278,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.073523081839 10.9559956938028, 78.0724457558244 10.9574325196444)"
148,TN - 270,S,,SC on DC,32, LILO - 273 : TN - 274,199.9749942,7.79,142.233994,,10.95743252,78.07244576,GOOD,AVAILABLE,"HT , LT",KARUR TOWN,PLAIN,,G+3,"BT-Karur Town, HT, 2No LT-Line",TN - 278 : TN - 279,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0724457558244 10.9574325196444, 78.0710162222385 10.9590636380016)"
149,TN - 271,T,,SC on DC,32,TN - 274 : TN - 275,240.8868039,4.11,143.850418,17°30'41''LT,10.95906364,78.07101622,GOOD,AVAILABLE,"HT, LT -2",KARUR TOWN,PLAIN,,KSO+3M,2 No HT-Line,TN - 279 : TN - 280,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0710162222385 10.9590636380016, 78.070515487343 10.9602032415568)"
150,TN - 272,T,,SC on SC,28,TN - 275 : TN - 276,139.5449925,2.54,144.940659,40°2'50''RT,10.96020324,78.07051549,GOOD,AVAILABLE,HT - 2,,PLAIN,,KSO,KARUR-COVAI ROAD,TN - 280 : TN - 281,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.070515487343 10.9602032415568, 78.0697855912148 10.9605629090219)"
151, LILO - 273,T,3W,SC on DC,32,TN - 276 : TN - 277,91.22634255,6.63,145.365997,77°12'49''LT,10.96056291,78.06978559,GOOD,AVAILABLE,110KV PULIYUR - PUGALUR DOWN XING,KARUR -COVAI ROAD,PLAIN,LILO TO 110KV KARUR,KSO,Karur SS Compound,TN - 281 : TN - 282,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.0697855912148 10.9605629090219, 78.069918192923 10.9611175395548)"
152,TN - 274,T,,SC on DC,32,TN - 277 : TN - 278,65.0937221,5.16,147.707245,76°41'42''RT,10.96111754,78.06991819,GOOD,NO E/W,,KARUR TOWN,PLAIN,,KCO+6,BT - Karur Town,TN - 282 : TN - 283,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.069918192923 10.9611175395548, 78.0676497146487 10.9622609987854)"
