S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),,Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire ( Missing,  Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
94,91,,S,SA,26,94 - LILO : 95,297.924048,6.11,FALSE,21.94379,,9.597916667,78.85602778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85602777777777 9.597916666666666, 78.8561111111111 9.595861111111113)"
95,92,,S,SA,26,LILO : 95 - 96,228.036015,7.17,FALSE,19.576805,,9.595861111,78.85611111,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8561111111111 9.595861111111113, 78.85619444444444 9.593277777777779)"
96,93,,S,SA,26,96 - 97,286.6243291,4.5,FALSE,19.923195,,9.593277778,78.85619444,GOOD,Available,LT,Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85619444444444 9.593277777777779, 78.85624999999999 9.590583333333335)"
97,94,,S,SA,26,97 - 98,296.455469,2.51,FALSE,19.720844,,9.590583333,78.85625,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85624999999999 9.590583333333335, 78.85633333333332 9.58788888888889)"
98,LILO : 95,3W,T,SC+3,29,98 - 99,297.6446074,5.19,FALSE,18.684759,"17°31'12""L",9.587888889,78.85633333,GOOD,Available,,,Plain,LILO at Salaigramam,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85633333333332 9.58788888888889, 78.85716666666666 9.585583333333334)"
99,96,,S,SA,26,99 - 100,273.2041576,4.21,FALSE,19.408596,,9.585583333,78.85716667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85716666666666 9.585583333333334, 78.8581111111111 9.583027777777778)"
100,97,,S,SA,26,100 - 101,299.8556646,5.74,FALSE,17.290401,,9.583027778,78.85811111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8581111111111 9.583027777777778, 78.85897222222222 9.58061111111111)"
101,98,,T,SB,26,101 - 102,283.5307944,9.11,FALSE,18.723057,,9.580611111,78.85897222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85897222222222 9.58061111111111, 78.85822222222221 9.578083333333334)"
102,99,,S,SA+3,29,102 - 103,290.02485,4.22,FALSE,19.796104,,9.578083333,78.85822222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85822222222221 9.578083333333334, 78.85758333333332 9.575861111111111)"
103,100,,S,SA,26,103 - 104,257.5595192,7.61,FALSE,21.147242,,9.575861111,78.85758333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85758333333332 9.575861111111111, 78.8568611111111 9.573416666666667)"
104,101,,S,SA,26,104 - 105,280.2470607,5.2,FALSE,18.858332,,9.573416667,78.85686111,GOOD,Available,LT,Solandhur Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8568611111111 9.573416666666667, 78.85619444444444 9.571083333333332)"
105,102,,S,SA,26,105 - 106,269.1070435,7.11,FALSE,18.856258,,9.571083333,78.85619444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85619444444444 9.571083333333332, 78.85552777777777 9.568722222222222)"
106,103,,S,SA,26,106 - 107,272.1194397,5.91,FALSE,18.018637,,9.568722222,78.85552778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85552777777777 9.568722222222222, 78.85483333333333 9.566361111111112)"
107,104,,T,SB,25,107 - 108,270.6001956,4.4,FALSE,18.51244,"24°41'60""L",9.566361111,78.85483333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85483333333333 9.566361111111112, 78.85519444444444 9.564055555555557)"
108,105,,S,SA,26,108 - 109,259.5095888,8.01,FALSE,17.509588,,9.564055556,78.85519444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85519444444444 9.564055555555557, 78.8556111111111 9.561527777777778)"
109,106,,S,SA,26,109 - 110,282.6739252,5.46,FALSE,17.160526,,9.561527778,78.85561111,GOOD,Available,HT,Solandhur Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8556111111111 9.561527777777778, 78.856 9.559000000000001)"
110,107,,S,SA,26,110 - 111,284.9163412,4.91,FALSE,15.718641,,9.559,78.856,GOOD,Available,LT,Solandhur Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.856 9.559000000000001, 78.85641666666666 9.556555555555557)"
111,108,,S,SA,26,111 - 112,273.4118967,5.54,FALSE,14.858421,,9.556555556,78.85641667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85641666666666 9.556555555555557, 78.85680555555555 9.554055555555557)"
112,109,,S,SA,26,112 - 113,279.7260707,8.1,FALSE,14.752828,,9.554055556,78.85680556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85680555555555 9.554055555555557, 78.85716666666666 9.551611111111113)"
113,110,2W,T,SB,25,113 - 114,273.5189789,6.26,FALSE,13.880672,"16°38'60""L",9.551611111,78.85716667,GOOD,Available,LT,Seenangudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85716666666666 9.551611111111113, 78.85827777777777 9.549333333333333)"
114,111,,S,SA+3,29,114 - 115,277.9562266,4.71,FALSE,14.334711,,9.549333333,78.85827778,GOOD,Available,LT,Mullikudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85827777777777 9.549333333333333, 78.85947222222222 9.546888888888889)"
115,112,,S,SA,26,115 - 116,302.8382984,2.09,FALSE,12.651596,,9.546888889,78.85947222,GOOD,Available,,Kundradur Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85947222222222 9.546888888888889, 78.86069444444443 9.544361111111112)"
116,113,,S,SA,26,116 - 117,308.0748954,0.51,FALSE,12.25177,,9.544361111,78.86069444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86069444444443 9.544361111111112, 78.86172222222221 9.54225)"
117,114,,S,SA,26,117 - 118,259.4253953,5.26,FALSE,13.648893,,9.54225,78.86172222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86172222222221 9.54225, 78.86283333333333 9.539916666666667)"
118,115,,T,SB,25,118 - 119,286.942147,3.71,FALSE,16.091082,"0°20'24""L",9.539916667,78.86283333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86283333333333 9.539916666666667, 78.86399999999999 9.537583333333334)"
119,116,,S,SA,26,119 - 120,288.7967843,2.92,FALSE,16.626289,,9.537583333,78.864,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86399999999999 9.537583333333334, 78.86533333333333 9.534638888888889)"
120,117,,S,SA+3,29,120 - 121,356.3753887,3.46,FALSE,16.332031,,9.534638889,78.86533333,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86533333333333 9.534638888888889, 78.86641666666667 9.53238888888889)"
121,118,,S,SA+3,29,121 - 122,275.7668157,3.01,FALSE,16.172239,,9.532388889,78.86641667,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86641666666667 9.53238888888889, 78.86763888888888 9.530027777777779)"
122,119,,T,SB,25,122 - 123,293.5761471,2.26,FALSE,18.02804,"14°3'0""R",9.530027778,78.86763889,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86763888888888 9.530027777777779, 78.8681111111111 9.528)"
123,120,,S,SA,26,123 - 124,231.9038774,1.23,FALSE,16.309078,,9.528,78.86811111,GOOD,Available,,Metal Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8681111111111 9.528, 78.86861111111111 9.525944444444445)"
124,121,,S,SA,26,124 - 125,233.4381026,0.28,FALSE,16.492107,,9.525944444,78.86861111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86861111111111 9.525944444444445, 78.86916666666666 9.5235)"
125,122,,S,SA,26,125 - 126,275.1723891,0.51,FALSE,17.229183,,9.5235,78.86916667,GOOD,Available,"HT,LT",Naramangalam Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86916666666666 9.5235, 78.86977777777777 9.521027777777778)"
126,123,,S,SA,26,126 - 127,283.9806426,0.28,FALSE,16.735477,,9.521027778,78.86977778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86977777777777 9.521027777777778, 78.87033333333332 9.518638888888889)"
127,124,,S,SA,26,127 - 128,270.7120825,1.16,FALSE,16.551266,,9.518638889,78.87033333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87033333333332 9.518638888888889, 78.87094444444443 9.516083333333333)"
128,125,2W,T,SB,25,128 - 129,289.6741293,5.01,FALSE,14.502397,"0°22'48""L",9.516083333,78.87094444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87094444444443 9.516083333333333, 78.87152777777777 9.513666666666667)"
129,126,,S,SA,26,129 - 130,274.4875574,0.75,FALSE,16.726824,,9.513666667,78.87152778,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87152777777777 9.513666666666667, 78.87211111111111 9.51125)"
130,127,,S,SA+3,29,130 - 131,274.5979672,4.47,FALSE,16.372292,,9.51125,78.87211111,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87211111111111 9.51125, 78.87258333333332 9.50913888888889)"
131,128,,S,SA,26,131 - 132,241.4202478,6.2,FALSE,14.972317,,9.509138889,78.87258333,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87258333333332 9.50913888888889, 78.87316666666666 9.506722222222223)"
132,129,,S,SA,26,132 - 133,272.1272076,5.27,FALSE,14.907873,,9.506722222,78.87316667,GOOD,Available,HT,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87316666666666 9.506722222222223, 78.87372222222221 9.50436111111111)"
133,130,,T,SB,25,133 - 134,270.9427983,0.41,FALSE,13.772652,"2°10'12""L",9.504361111,78.87372222,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87372222222221 9.50436111111111, 78.87444444444444 9.501777777777777)"
134,131,,S,SA,26,134 - 135,295.1326874,0.31,FALSE,16.389641,,9.501777778,78.87444444,GOOD,Available,,Alamalandal Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87444444444444 9.501777777777777, 78.87513888888888 9.499333333333333)"
135,132,,S,SA,26,135 - 136,282.3019657,1.17,FALSE,13.970653,,9.499333333,78.87513889,GOOD,Available,HT,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87513888888888 9.499333333333333, 78.87588888888888 9.496722222222221)"
136,133,,S,SA,26,136 - 137,300.5560344,0.27,FALSE,14.304918,,9.496722222,78.87588889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87588888888888 9.496722222222221, 78.87658333333333 9.49425)"
137,134,,S,SA,26,137 - 138,283.4514516,0.28,FALSE,15.071281,,9.49425,78.87658333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87658333333333 9.49425, 78.87730555555555 9.491722222222222)"
138,135,,S,SA,26,138 - 139,290.577716,4.29,FALSE,15.280215,,9.491722222,78.87730556,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87730555555555 9.491722222222222, 78.87802777777777 9.489194444444443)"
139,136,,S,SA,26,139 - 140,290.5796583,3.91,FALSE,15.854452,,9.489194444,78.87802778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87802777777777 9.489194444444443, 78.87877777777777 9.486694444444444)"
140,137,2W,T,SC+3,29,140 - 141,287.5313136,5.21,FALSE,16.205868,"24°24'0""R",9.486694444,78.87877778,GOOD,Available,,Pottagavayal Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87877777777777 9.486694444444444, 78.87847222222221 9.484555555555554)"
141,138,,S,SA,26,141 - 142,239.6018454,0.27,FALSE,14.634017,,9.484555556,78.87847222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87847222222221 9.484555555555554, 78.87811111111111 9.481777777777777)"
142,139,,S,SA,26,142 - 143,310.427998,0.3,FALSE,15.330014,,9.481777778,78.87811111,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87811111111111 9.481777777777777, 78.87777777777777 9.47925)"
143,140,,S,SA,26,143 - 144,279.7673725,0.51,FALSE,14.4453,,9.47925,78.87777778,GOOD,Available,,Vattakudi Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87777777777777 9.47925, 78.87744444444444 9.476777777777778)"
144,141,,S,SA,26,144 - 145,277.2038479,0.25,FALSE,14.784935,,9.476777778,78.87744444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87744444444444 9.476777777777778, 78.8771111111111 9.474277777777777)"
145,142,,S,SA,26,145 - 146,278.450559,3.5,0,13.087399,,9.474277778,78.87711111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8771111111111 9.474277777777777, 78.87680555555555 9.471805555555555)"
146,143,,T,SC,26,146 - 147,274.6690748,2.49,0,12.903306,,9.471805556,78.87680556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87680555555555 9.471805555555555, 78.87580555555554 9.470638888888889)"
147,144,,S,SA,26,147 - 148,171.4607142,1.07,FALSE,12.75875,,9.470638889,78.87580556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87580555555554 9.470638888888889, 78.87466666666666 9.469333333333333)"
148,145,,T,SB,25,148 - 149,190.2561235,0.51,FALSE,11.9677,"20°19'12""R",9.469333333,78.87466667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87466666666666 9.469333333333333, 78.87438888888889 9.469166666666666)"
149,146,,T,H-POLE,12,149 - 150,36.72986618,NIL,FALSE,10.504747,,9.469166667,78.87438889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87438888888889 9.469166666666666, 78.87413888888888 9.469166666666666)"
150,147,,T,H-POLE,12,150 - 151,25.27944511,NIL,FALSE,9.899326,,9.469166667,78.87413889,GOOD,Available,230 KV KKKD - ALGL,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87413888888888 9.469166666666666, 78.87388888888889 9.469222222222223)"
151,148,,T,SC,26,151 - 152,28.86584156,0.38,FALSE,10.087339,"79°21'36""L",9.469222222,78.87388889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87388888888889 9.469222222222223, 78.87297222222222 9.467083333333333)"
152,149,,S,SA,26,152 - 153,257.5032702,0.42,FALSE,11.325903,,9.467083333,78.87297222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87297222222222 9.467083333333333, 78.87197222222221 9.464749999999999)"
153,150,2W,S,SA,26,153 - 154,279.435323,0.57,FALSE,10.141357,,9.46475,78.87197222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87197222222221 9.464749999999999, 78.87091666666666 9.462305555555554)"
154,151,,T,SC,26,154 - 155,294.0442882,0.3,FALSE,12.026351,"37°43'48""R",9.462305556,78.87091667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.87091666666666 9.462305555555554, 78.86916666666666 9.46136111111111)"
155,152,,S,SA,26,155 - 156,217.5832989,0.57,FALSE,11.78376,,9.461361111,78.86916667,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86916666666666 9.46136111111111, 78.86733333333332 9.460388888888888)"
156,153,,S,SA,26,156 - 157,228.9270696,3.12,FALSE,14.502916,,9.460388889,78.86733333,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86733333333332 9.460388888888888, 78.8655 9.459388888888888)"
157,154,,S,SA,26,157 - 158,230.2832741,0.75,FALSE,14.772228,,9.459388889,78.8655,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.8655 9.459388888888888, 78.86366666666666 9.458388888888889)"
158,155,,S,SA,26,158 - 159,231.0794356,1.4,FALSE,14.833229,,9.458388889,78.86366667,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86366666666666 9.458388888888889, 78.86177777777777 9.457388888888888)"
159,156,,S,SA,26,159 - 160,233.628977,2.43,FALSE,15.74935,,9.457388889,78.86177778,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.86177777777777 9.457388888888888, 78.85988888888889 9.456333333333333)"
160,157,,S,SA,26,160 - 161,236.8975816,1.3,FALSE,14.333866,,9.456333333,78.85988889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85988888888889 9.456333333333333, 78.85783333333333 9.455194444444444)"
161,158,,T,SB,25,161 - 162,257.7344414,1.25,FALSE,13.617313,"27°50'24""L",9.455194444,78.85783333,GOOD,Available,HT,Peruvayal Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85783333333333 9.455194444444444, 78.85644444444443 9.453083333333332)"
162,159,,S,SA,26,162 - 163,282.335181,0.4,FALSE,15.015476,,9.453083333,78.85644444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85644444444443 9.453083333333332, 78.85513888888889 9.451055555555556)"
163,160,,S,SA,26,163 - 164,265.2235239,1.18,FALSE,14.060923,,9.451055556,78.85513889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85513888888889 9.451055555555556, 78.85372222222222 9.448944444444445)"
164,161,,S,SA,26,164 - 165,279.9119012,0.97,FALSE,15.242916,,9.448944444,78.85372222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85372222222222 9.448944444444445, 78.85233333333333 9.446861111111112)"
165,162,,T,SB,25,165 - 166,277.0392366,0.47,FALSE,16.700708,"0°0'36""R",9.446861111,78.85233333,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85233333333333 9.446861111111112, 78.85094444444444 9.44475)"
166,163,,S,SA,26,166 - 167,280.1343522,0.51,FALSE,16.499043,,9.44475,78.85094444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85094444444444 9.44475, 78.84944444444444 9.4425)"
167,164,,S,SA,26,167 - 168,298.3171283,0.78,FALSE,16.969128,,9.4425,78.84944444,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84944444444444 9.4425, 78.84822222222222 9.44063888888889)"
168,165,,S,SA,26,168 - 169,245.5863913,1.16,FALSE,18.033245,,9.440638889,78.84822222,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84822222222222 9.44063888888889, 78.84688888888888 9.438638888888889)"
169,166,2W,T,SC,26,169 - 170,265.7869213,1.59,FALSE,17.136137,"33°41'60""L",9.438638889,78.84688889,GOOD,Available,,,Agri,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84688888888888 9.438638888888889, 78.84691666666666 9.436694444444445)"
170,167,,T,SB,25,170 - 171,212.8801356,4.76,FALSE,17.705534,"22°16'12""R",9.436694444,78.84691667,GOOD,Available,,Therkuvaayal road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84691666666666 9.436694444444445, 78.84608333333333 9.434611111111112)"
171,168,,S,SA,26,171 - 172,249.4722827,4.11,FALSE,18.5546,,9.434611111,78.84608333,GOOD,Available,,River,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84608333333333 9.434611111111112, 78.84522222222222 9.4325)"
172,169,,S,SA,26,172 - 173,251.5076951,1.79,FALSE,16.458843,,9.4325,78.84522222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84522222222222 9.4325, 78.84436111111111 9.430416666666666)"
173,170,,S,SA,26,173 - 174,250.0400039,2.05,FALSE,15.805807,,9.430416667,78.84436111,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84436111111111 9.430416666666666, 78.84352777777778 9.428305555555555)"
174,171,,S,SA,26,174 - 175,250.0504024,7.24,FALSE,15.954788,,9.428305556,78.84352778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84352777777778 9.428305555555555, 78.84272222222222 9.426222222222222)"
175,172,,T,SB,25,175 - 176,247.5283693,3.64,FALSE,16.379997,"0°26'24""L",9.426222222,78.84272222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84272222222222 9.426222222222222, 78.84194444444444 9.424138888888889)"
176,173,,S,SA,26,176 - 177,245.9866515,4.37,FALSE,16.087135,,9.424138889,78.84194444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84194444444444 9.424138888888889, 78.84122222222221 9.421999999999999)"
177,174,,S,SA,26,177 - 178,249.6627907,5.51,FALSE,16.367935,,9.422,78.84122222,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84122222222221 9.421999999999999, 78.84044444444444 9.419749999999999)"
178,175,,T,SB,25,178 - 179,262.1108223,4.06,FALSE,15.297092,"7°16'48""L",9.41975,78.84044444,GOOD,Available,,Village Road,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84044444444444 9.419749999999999, 78.84008333333333 9.418)"
179,176,,T,SC,26,179 - 180,196.0482041,3.21,FALSE,14.987556,"37°2'60""L",9.418,78.84008333,GOOD,Available,,POND,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84008333333333 9.418, 78.84125 9.415611111111112)"
180,177,,S,SA,26,180 - 181,295.9064117,5.72,FALSE,15.996202,,9.415611111,78.84125,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84125 9.415611111111112, 78.84244444444444 9.413166666666667)"
181,178,,S,SA+3,29,181 - 182,300.2056864,2.2,FALSE,15.2714,,9.413166667,78.84244444,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84244444444444 9.413166666666667, 78.84363888888889 9.410722222222223)"
182,179,,S,SA+3,29,182 - 183,301.6461987,4.06,FALSE,16.145996,,9.410722222,78.84363889,GOOD,Available,HT,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84363888888889 9.410722222222223, 78.84483333333333 9.408222222222223)"
183,180,,S,SA,26,183 - 184,303.3663637,2.16,FALSE,15.796144,,9.408222222,78.84483333,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84483333333333 9.408222222222223, 78.84602777777778 9.405861111111111)"
184,181,2W,T,SB+3,28,184 - 185,292.7988886,4.51,FALSE,16.194988,"4°0'0""R",9.405861111,78.84602778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84602777777778 9.405861111111111, 78.84680555555555 9.404)"
185,182,,S,SA,26,185 - 186,222.336434,4.29,FALSE,15.848949,,9.404,78.84680556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84680555555555 9.404, 78.84777777777778 9.401722222222222)"
186,183,,S,SA,26,186 - 187,275.5075902,7.14,FALSE,16.373367,,9.401722222,78.84777778,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84777777777778 9.401722222222222, 78.84880555555556 9.39936111111111)"
187,184,,S,SA+3,29,187 - 188,284.2362021,4.8,FALSE,16.291763,,9.399361111,78.84880556,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84880555555556 9.39936111111111, 78.84988888888888 9.396749999999999)"
188,185,,T,SC,25,188 - 189,310.199778,5.66,FALSE,14.961272,"0°23'60""L",9.39675,78.84988889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.84988888888888 9.396749999999999, 78.85063888888888 9.394944444444445)"
189,186,2W,T,SC,25,189 - 190,218.7521651,4.71,FALSE,15.308892,"10°2'24""L",9.394944444,78.85063889,GOOD,Available,230 KV,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85063888888888 9.394944444444445, 78.85163888888889 9.393444444444444)"
190,187,,T,SC+6,32,190 - 191,198.5050619,3.82,FALSE,15.006504,"0°47'24""L",9.393444444,78.85163889,GOOD,Available,,,Plain,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(78.85163888888889 9.393444444444444, 78.85241666666666 9.392249999999999)"
