S.No,Tower No.,Joint Box,Tower Suspension / Tension,Tower Type,Tower Height (m),Span Between Tower No.,Span Length,Footing Resistance of Tower ( Ohms),Ground Elevation,Deviation Angle,Latitude,Longitude,"Condition of  tower  (Missing  Parts, Broken,etc)","Condition of Earth wire (Missing, Broken etc)",Crossing Objects,,Condition of Area (Plain/ Hilly/ Forest/ Water Logged),Remarks,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,line_geom
99,98,,S,DC,28,97 - 98,258.9919829,27.26,24,,8.462726679,77.92701823,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9270182270556 8.46272667869925, 77.9248194023966 8.46224748529493)"
100,99,,S,DC,28,98 - 99,251.0763836,31.32,26,,8.462247485,77.9248194,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9248194023966 8.46224748529493, 77.9225551150739 8.46177658997476)"
101,100,,S,DC,28,99 - 100,257.9394155,26.35,25,,8.46177659,77.92255512,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9225551150739 8.46177658997476, 77.9202080145478 8.461246015504)"
102,101,,S,DC,28,100 - 101,268.2641055,29.32,24.886208,,8.461246016,77.92020801,GOOD,Available,LT,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9202080145478 8.461246015504, 77.9180289711803 8.46083203330636)"
103,102,2W,T,DC,26,101 - 102,247.4912621,25.36,21.286896,38°11'18''LT,8.460832033,77.91802897,GOOD,Available,LT,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9180289711803 8.46083203330636, 77.9167481325566 8.45936545170843)"
104,103,,S,DC,28,102 - 103,218.134824,32,25,,8.459365452,77.91674813,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9167481325566 8.45936545170843, 77.9152105562388 8.45755781047046)"
105,104,,S,DC,28,103 - 104,265.2135547,26.53,21,,8.45755781,77.91521056,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9152105562388 8.45755781047046, 77.9138109460473 8.45593188889324)"
106,105,,S,DC,28,104 - 105,240.040517,32.54,21,,8.455931889,77.91381095,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9138109460473 8.45593188889324, 77.9125109966844 8.45441702753305)"
107,106,,S,DC,28,105 - 106,223.5584715,24.36,21.802078,,8.454417028,77.912511,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9125109966844 8.45441702753305, 77.9110571555793 8.45273201353848)"
108,107,,S,DC,28,106 - 107,248.8971576,26.3532,21,,8.452732014,77.91105716,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9110571555793 8.45273201353848, 77.9095670208334 8.45101464539766)"
109,108,,S,DC,28,107 - 108,254.221488,27.26,22,,8.451014645,77.90956702,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9095670208334 8.45101464539766, 77.9080890398472 8.44921697862446)"
110,109,,S,DC,28,108 - 109,260.1626491,31.32,23.870224,,8.449216979,77.90808904,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9080890398472 8.44921697862446, 77.9066684748977 8.44765149056911)"
111,110,,S,DC,28,109 - 110,236.5446597,26.35,23,,8.447651491,77.90666847,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9066684748977 8.44765149056911, 77.9052429646253 8.44595599919557)"
112,111,,T,DC,26,110 - 111,247.7626336,29.32,28.149277,10°36'54''RT,8.445955999,77.90524296,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9052429646253 8.44595599919557, 77.904933001846 8.44570202752947)"
113,112,,T,H-POLE,15,111 - 112,47.24300352,38.65,28.136208,5°55'32''LT,8.445702028,77.904933,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.904933001846 8.44570202752947, 77.9045930318534 8.44535904005169)"
114,113,,T,H-POLE,15,112 - 113,56.34296392,27.65,27.172058,3°19'49''RT,8.44535904,77.90459303,GOOD,Available,110KV,,PLAIN,UPLINE,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9045930318534 8.44535904005169, 77.9038978368043 8.44473475590348)"
115,114,,T,DC,26,113 - 114,106.180831,34.26,24.779259,45°29'44''LT,8.444734756,77.90389784,GOOD,Available,,,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9038978368043 8.44473475590348, 77.9038131795823 8.44277054071426)"
116,115,,S,DC,28,114 - 115,220.6268856,36.54,32.213303,,8.442770541,77.90381318,GOOD,Available,LT -2,ROAD,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"LINESTRING(77.9038131795823 8.44277054071426, 77.9037669952958 8.4411349799484)"
117,116 ( Sathankulam SS ),2W,T,DC,26,115 - 116,184.1182303,25.45,35.652733,,8.44113498,77.903767,GOOD,Available,"LT -2, HT -2",,PLAIN,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
TOTAL,,,,,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note : 1. Shut down will be required in where earth wiers are missing,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
